ym,brand,series,combo,name,supply,forecast
2025-06,퍼시스,,CHA4300RH-A446,헤드레스트형 의자,시디즈(평택),9
2025-06,퍼시스,,CHA4300WA-371,일반형 의자,베트남,107
2025-06,퍼시스,,CHA4300WA-452,일반형 의자,베트남,7
2025-06,퍼시스,,CHA4300WA-454,일반형 의자,베트남,6
2025-06,퍼시스,,CHA4300WA-457,일반형 의자,베트남,2
2025-06,퍼시스,,CHA4300WAH-371,헤드레스트형 의자,베트남,1416
2025-06,퍼시스,,CHA4300WAH-452,헤드레스트형 의자,베트남,120
2025-06,퍼시스,,CHA4300WAH-454,헤드레스트형 의자,베트남,140
2025-06,퍼시스,,CHA4300WAH-457,헤드레스트형 의자,베트남,53
2025-06,퍼시스,,CHA4300WAH-834C,헤드레스트형 의자,시디즈(평택),19
2025-06,퍼시스,,CHA4300WAH-838A,헤드레스트형 의자,시디즈(평택),41
2025-06,퍼시스,,CHA4300WRA-371,일반형 의자,시디즈(평택),28
2025-06,퍼시스,,CHA4300WRAH-371,헤드레스트형 의자,베트남,70
2025-06,퍼시스,,CHA4300WRAH-452,헤드레스트형 의자,베트남,1
2025-06,퍼시스,,CHA4300WRAH-454,헤드레스트형 의자,베트남,3
2025-06,퍼시스,,CHA4300WRAH-457,헤드레스트형 의자,베트남,3
2025-06,퍼시스,,CHA4301-371,회의 의자,시디즈(평택),48
2025-06,퍼시스,,CHA4301-376,회의 의자,시디즈(평택),247
2025-06,퍼시스,,CHA4301-453,회의 의자,시디즈(평택),35
2025-06,퍼시스,,CHA4301-457,회의 의자,시디즈(평택),21
2025-06,퍼시스,,CHA4301-556B,회의 의자,시디즈(평택),90
2025-06,퍼시스,,CHA4301-A446,회의 의자,시디즈(평택),94
2025-06,퍼시스,,CHA4301C-371,일반회의용 의자(제너럴 틸트 사양),시디즈(평택),35
2025-06,퍼시스,,CHA4301C-376,일반회의용 의자(제너럴 틸트 사양),시디즈(평택),116
2025-06,퍼시스,,CHA4301C-556B,일반회의용 의자(제너럴 틸트 사양),시디즈(평택),27
2025-06,퍼시스,,CHA4301C-A446,일반회의용 의자(제너럴 틸트 사양),시디즈(평택),27
2025-06,퍼시스,,CHA4301W-371,회의 의자,시디즈(평택),227
2025-06,퍼시스,,CHA4301W-452,회의 의자,시디즈(평택),61
2025-06,퍼시스,,CHA4301W-454,회의 의자,시디즈(평택),39
2025-06,퍼시스,,CHA4301W-457,회의 의자,시디즈(평택),11
2025-06,퍼시스,,CHA4301W-838A,회의 의자,시디즈(평택),15
2025-06,퍼시스,,CHA4301WC-371,회의 의자,시디즈(평택),136
2025-06,퍼시스,,CHA4301WC-452,회의 의자,시디즈(평택),40
2025-06,퍼시스,,CHA4301WC-454,회의 의자,시디즈(평택),18
2025-06,퍼시스,,CHA4311-371,고정형 회의 의자,시디즈(평택),9
2025-06,퍼시스,,CHA4311-376,고정형 회의 의자,시디즈(평택),31
2025-06,퍼시스,,CHA4311-556B,고정형 회의 의자,시디즈(평택),11
2025-06,퍼시스,,CHA6100AHP-2D6B,고급 헤드레스트형 의자,시디즈(평택),18
2025-06,퍼시스,,CHA6100WA-2D1B,일반형 의자,시디즈(평택),89
2025-06,퍼시스,,CHA6100WAH-2D1B,헤드레스트형 의자,시디즈(평택),430
2025-06,퍼시스,,CHA6100WAH-2D4B,헤드레스트형 의자,시디즈(평택),82
2025-06,퍼시스,,CHA6100WAH-2D6B,헤드레스트형 의자,시디즈(평택),37
2025-06,퍼시스,,CHA6200CW-2H1W,일반형 의자,시디즈(평택),77
2025-06,퍼시스,,CHA6200CWA-2H1W,일반형 의자,시디즈(평택),18
2025-06,퍼시스,,CHA6200CWAH-2H1W,헤드레스트형 의자,시디즈(평택),165
2025-06,퍼시스,,CHA6200CWAH-2H4LW,헤드레스트형 의자,시디즈(평택),7
2025-06,퍼시스,,CHA6200CWAH-2H7LW,헤드레스트형 의자,시디즈(평택),22
2025-06,퍼시스,,CHA6200CWH-2H1W,헤드레스트형 의자,시디즈(평택),453
2025-06,퍼시스,,CHA6200CWH-2H4LW,헤드레스트형 의자,시디즈(평택),25
2025-06,퍼시스,,CHA6200CWH-2H7LW,헤드레스트형 의자,시디즈(평택),46
2025-06,퍼시스,,CHA6200WA-2H1W,일반형 의자,시디즈(평택),55
2025-06,퍼시스,,CHA6200WAH-2H1W,헤드레스트형 의자,시디즈(평택),315
2025-06,퍼시스,,CHA6200WAH-2H4LW,헤드레스트형 의자,시디즈(평택),39
2025-06,퍼시스,,CHA6200WAH-2H7LW,헤드레스트형 의자,시디즈(평택),40
2025-06,퍼시스,,CHA6201W-2H1W,회의 의자,시디즈(평택),151
2025-06,퍼시스,,CHN0020-WWWH,기본형 의자 (화이트),시디즈(평택),59
2025-06,퍼시스,,CHN0020MD-CR371,바퀴형 의자 (화이트),시디즈(평택),26
2025-06,퍼시스,,CHN0020MD-WW371,바퀴형 의자 (화이트),시디즈(평택),247
2025-06,퍼시스,,CHN0021-452BK,기본형 의자,시디즈(평택),13
2025-06,퍼시스,,CHN0021-452WW,기본형 의자,시디즈(평택),84
2025-06,퍼시스,,CHN0021-454WW,기본형 의자,시디즈(평택),21
2025-06,퍼시스,,CHN0021-456BK,기본형 의자,시디즈(평택),24
2025-06,퍼시스,,CHN0021-456WW,기본형 의자,시디즈(평택),10
2025-06,퍼시스,,CHN0021-457WW,기본형 의자,시디즈(평택),41
2025-06,퍼시스,,CHN0021-458WW,기본형 의자,시디즈(평택),12
2025-06,퍼시스,,CHN0021-A490LW,기본형 의자,시디즈(평택),81
2025-06,퍼시스,,CHN0021-A492WW,기본형 의자,시디즈(평택),38
2025-06,퍼시스,,CHN0801G-A441A,일반형 의자,시디즈(평택),32
2025-06,퍼시스,,CHN0802G-A441A,일반형 의자,시디즈(평택),89
2025-06,퍼시스,,CHN0802G-A442M,일반형 의자,시디즈(평택),23
2025-06,퍼시스,,CHN0851G-A441A,캐시어 의자,시디즈(평택),32
2025-06,퍼시스,,CHN0851GF-A441A,고정형 캐시어 의자,시디즈(평택),9
2025-06,퍼시스,,CHN0852G-A441A,캐시어 의자,시디즈(평택),33
2025-06,퍼시스,,CHN0852GF-A441A,고정형 캐시어 의자,시디즈(평택),17
2025-06,퍼시스,,CHN3300-L946,중역의자,시디즈(평택),31
2025-06,퍼시스,,CHN3301-L946,중역 낮은등 의자,시디즈(평택),25
2025-06,퍼시스,,CHN3900-A446,중역 의자,시디즈(평택),25
2025-06,퍼시스,,CHN3901-A446,중역 낮은등 의자,시디즈(평택),69
2025-06,퍼시스,,CHN4100HE-A446,중역 의자,시디즈(평택),45
2025-06,퍼시스,,CHN4309-371,좌판 커버 액세서리,시디즈(평택),9
2025-06,퍼시스,,CHN4309-376,좌판 커버 액세서리,시디즈(평택),23
2025-06,퍼시스,,CHN4309-556,좌판 커버 액세서리,시디즈(평택),16
2025-06,퍼시스,,CHN4700AH-451A,헤드레스트형 의자,시디즈(평택),12
2025-06,퍼시스,,CHN4700AH-481N,헤드레스트형 의자,시디즈(평택),168
2025-06,퍼시스,,CHN4700HE-A495,중역 의자,시디즈(평택),4
2025-06,퍼시스,,CHN4700HE-A496,중역 의자,시디즈(평택),17
2025-06,퍼시스,,CHN4700HE-L941L,중역 의자,시디즈(평택),15
2025-06,퍼시스,,CHN4700HE-L945B,중역 의자,시디즈(평택),16
2025-06,퍼시스,,CHN4700HE-L946,중역 의자,시디즈(평택),45
2025-06,퍼시스,,CHN4700HE-L946X,중역 의자,시디즈(평택),24
2025-06,퍼시스,,CHN4700WAH-451,헤드레스트형 의자,시디즈(평택),14
2025-06,퍼시스,,CHN4700WAH-451AN,헤드레스트형 의자,시디즈(평택),27
2025-06,퍼시스,,CHN6100A-2D6B,일반형 의자,시디즈(평택),63
2025-06,퍼시스,,CHN6100AH-2D4B,헤드레스트형 의자,시디즈(평택),25
2025-06,퍼시스,,CHN6100AH-2D6B,헤드레스트형 의자,시디즈(평택),377
2025-06,퍼시스,,CHN6100RA-2D6B,일반형 의자,시디즈(평택),34
2025-06,퍼시스,,CHN6200A-2H6B,일반형 의자,시디즈(평택),57
2025-06,퍼시스,,CHN6200AH-2H4B,헤드레스트형 의자,시디즈(평택),34
2025-06,퍼시스,,CHN6200AH-2H6B,헤드레스트형 의자,시디즈(평택),254
2025-06,퍼시스,,CHN6200AH-2H7LB,헤드레스트형 의자,시디즈(평택),7
2025-06,퍼시스,,CHN6200C-2H4B,일반형 의자,시디즈(평택),22
2025-06,퍼시스,,CHN6200C-2H6B,일반형 의자,시디즈(평택),257
2025-06,퍼시스,,CHN6200C-2H7LB,일반형 의자,시디즈(평택),7
2025-06,퍼시스,,CHN6200CA-2H4B,일반형 의자,시디즈(평택),4
2025-06,퍼시스,,CHN6200CA-2H6B,일반형 의자,시디즈(평택),121
2025-06,퍼시스,,CHN6200CAH-2H4B,헤드레스트형 의자,시디즈(평택),48
2025-06,퍼시스,,CHN6200CAH-2H6B,헤드레스트형 의자,시디즈(평택),246
2025-06,퍼시스,,CHN6200CAH-2H7LB,헤드레스트형 의자,시디즈(평택),142
2025-06,퍼시스,,CHN6200CH-2H4B,헤드레스트형 의자,시디즈(평택),80
2025-06,퍼시스,,CHN6200CH-2H6B,헤드레스트형 의자,시디즈(평택),960
2025-06,퍼시스,,CHN6200CH-2H7LB,헤드레스트형 의자,시디즈(평택),22
2025-06,퍼시스,,CHN6201-2H6B,회의 의자,시디즈(평택),134
2025-06,퍼시스,,CHN6211-2H6B,프레임 이동형 회의 의자,시디즈(평택),72
2025-06,퍼시스,,CHN6211W-2H1W,프레임 이동형 회의 의자,시디즈(평택),57
2025-06,퍼시스,,TZH0900-A356,실험실의자 (좌판 A446),시디즈(평택),24
2025-06,퍼시스,,UCHN0007W-451,목재 다리 의자,베트남,71
2025-06,퍼시스,,UCHN0007W-451A,목재 다리 의자,베트남,21
2025-06,퍼시스,,UCHN0007W-MGN,목재 다리 의자,시디즈(평택),40
2025-06,퍼시스,,UCHN0007W-MM,목재 다리 의자,시디즈(평택),153
2025-06,퍼시스,,UCHN0007W-RPK,목재 다리 의자,시디즈(평택),27
2025-06,퍼시스,,UCHN0007W-WW,목재 다리 의자,시디즈(평택),73
2025-06,퍼시스,,UCHNA0007E-IBLWW,기본형 의자,시디즈(평택),208
2025-06,퍼시스,,UCHNA0007E-MGNWW,기본형 의자,시디즈(평택),143
2025-06,퍼시스,,UCHNA0007E-MMBK,기본형 의자,시디즈(평택),246
2025-06,퍼시스,,UCHNA0007E-SGWW,기본형 의자,시디즈(평택),256
2025-06,퍼시스,,WCH0001-A446,환자용 의자,시디즈(평택),92
2025-06,퍼시스,,WCH0001F-A446,환자용 의자(글라이드형),시디즈(평택),35
2025-07,데스커,,DHM1101EY-451ABK,"데스커 M40 네스팅 멀티유즈 의자 - 패브릭 좌판, 캐스터",외주/상품,70
2025-07,데스커,,DHM1101EY-451AWW,"데스커 M40 네스팅 멀티유즈 의자 - 패브릭 좌판, 캐스터",외주/상품,123
2025-07,데스커,,DHM1491-BK,아웃라인,시디즈(평택),59
2025-07,데스커,,DHM1491-DSG,아웃라인,시디즈(평택),59
2025-07,데스커,,DHM1491-WW,아웃라인,시디즈(평택),113
2025-07,데스커,,DHM201E-152,"데스커M07 4-leg 글라이드,beige/LG도장",시디즈(평택),48
2025-07,데스커,,DHM301E-BWWW,데스커M08 시리즈 우든체어,시디즈(평택),44
2025-07,데스커,,DHM302E-452WW,데스커M08 시리즈_패브릭,시디즈(평택),57
2025-07,데스커,,DHM302E-456BK,데스커M08 시리즈_패브릭,시디즈(평택),39
2025-07,데스커,,DHM303E-A490LW,데스커M08 시리즈_인조가죽,시디즈(평택),54
2025-07,데스커,,DHM303E-A492WW,데스커M08 시리즈_인조가죽,시디즈(평택),28
2025-07,데스커,,DHM500-451L,데스커M13 (펑거스스툴) WW사양 좌판451L,외주/상품,39
2025-07,데스커,,DHM500-454B,데스커M13 (펑거스스툴) WW사양 좌판454B,외주/상품,13
2025-07,데스커,,DHM560-454,데스커M13 (펑거스스툴) BK사양 좌판454,외주/상품,19
2025-07,데스커,,DHM704E-BW,데스커 위 바스툴 680(화이트프레임/우드),시디즈(평택),73
2025-07,데스커,,DHM764E-BW,데스커 위 바스툴 680(블랙프레임/우드),시디즈(평택),20
2025-07,데스커,,DHM811E-WW,"데스커Button 4-Legs,쉘,WW도장",시디즈(평택),30
2025-07,데스커,,DHM811EY-WW,"데스커Button 4-Legs,캐스터,쉘,WW도장",시디즈(평택),53
2025-07,데스커,,DHM861E-BK,"데스커Button BK쉘,4-Legs,쉘,BK도장",시디즈(평택),21
2025-07,데스커,,DHM861EY-BK,"데스커Button BK쉘,4-Legs,캐스터,쉘,BK도장",시디즈(평택),59
2025-07,데스커,,DHMN101E-BKBK,데스커M02시리즈 4-LEG,시디즈(평택),199
2025-07,데스커,,DHMN101E-WWWWL,데스커M02시리즈 4-LEG,시디즈(평택),828
2025-07,데스커,,DHMN803W-831,데스커 버튼 리프트업 무브 화이트쉘 (패브릭),시디즈(평택),41
2025-07,데스커,,DHMN863W-371,데스커 버튼 리프트업 무브 블랙쉘 (패브릭),시디즈(평택),33
2025-07,데스커,,DHT1009ACF-A441P,"데스커 링고 고정중심봉,50_38U(SG) 캐스터,뉴 발받침조립",베트남,573
2025-07,데스커,,DHT1200HF-2H1,올라운드 체어 HF 화이트쉘/그레이좌판,베트남,1161
2025-07,데스커,,DHT1200HF-2H2,올라운드 체어 HF 화이트쉘/베이지좌판,베트남,600
2025-07,데스커,,DHT1260HF-2H6,올라운드 체어 HF 블랙쉘/블랙좌판,베트남,474
2025-07,데스커,,DHT1300HLDA-451M,"데스커 ALL NEW T500HLDA(2023) 화이트쉘, 451M, 그레이",베트남,137
2025-07,데스커,,DHT1360HLDA-456,"데스커 ALL NEW T500HLDA(2023) 블랙쉘, 456, 다크그레이",베트남,230
2025-07,데스커,,DHT175HDA-4C1BWW,"데스커 GX_HDA
(화이트프레임/4C1B 메쉬/831N 좌판)",시디즈(평택),11
2025-07,데스커,,DHT175HDA-4C6BK,"데스커 GX_HDA
(블랙프레임/4C6 메쉬/836 좌판)",시디즈(평택),7
2025-07,데스커,,DHT185HLDA-4B1LMN,"데스커 T90_HLDA
(샴페인골드프레임/더블라셀/그레이)",시디즈(평택),9
2025-07,데스커,,DHT185HLDA-4B6BKM,"데스커 T90_HLDA
(블랙프레임/더블라셀/블랙)",시디즈(평택),9
2025-07,데스커,,DHT300F-452N,"데스커T25 WW 메쉬등판, 회전중심봉,50_27U(SG)",시디즈(평택),191
2025-07,데스커,,DHT300F-457L,"데스커T25 WW 메쉬등판, 회전중심봉,50_27U(SG)",시디즈(평택),12
2025-07,데스커,,DHT300NF-452N,"데스커T25 WW 플렉스등판,회전중심봉,50_27U(SG)",시디즈(평택),29
2025-07,데스커,,DHT901FE-452N,데스커 ible/바퀴+글라이드/등판메쉬 변경  / 구사양,시디즈(평택),2
2025-07,데스커,,DHT9FEGU-452NWW,데스커 ible/바퀴+글라이드/등판메쉬 변경   (KATE-C),외주/상품,322
2025-07,데스커,,DHTN603F-451M,데스커 ible 높이조절형/회전중심봉,시디즈(평택),88
2025-07,데스커,,DHTN800HLDA-451NWW,데스커 T80 WW프레임 등판 N421L메쉬+451N 라이트그레이 좌판,시디즈(평택),31
2025-07,데스커,,DHTN860HLDA-456BK,데스커 T80 BK프레임 등판 N421A메쉬+좌판 456 패브릭,시디즈(평택),19
2025-07,시디즈,GC PRO,G10HDA1KK-A441QW,GC PRO_일반형(화이트프레임/그레이레드),시디즈(평택),34
2025-07,시디즈,GC PRO,G10HDA1KK-A446BK,GC PRO_일반형(블랙프레임/블랙블루),시디즈(평택),45
2025-07,시디즈,GC PRO,G10HDAW1KK-A441QW,GC PRO_쿨링시트(화이트프레임/그레이레드),시디즈(평택),25
2025-07,시디즈,GC PRO,G10HDAW1KK-A446BK,GC PRO_쿨링시트(블랙프레임/블랙블루),시디즈(평택),36
2025-07,시디즈,GC PRO,G10HDAWJ1KK-A441QW,GC PRO_쿨링시트_LED(화이트프레임/그레이레드),시디즈(평택),15
2025-07,시디즈,GC PRO,G10HDAWJ1KK-A446BK,GC PRO_쿨링시트_LED(블랙프레임/블랙블루),시디즈(평택),20
2025-07,시디즈,GC PRO(신),G10HDA1CC1-WON9,GC PRO_일반형 원신 콜라보 (퀼팅 퍼플),시디즈(평택),6
2025-07,시디즈,GC PRO(신),G10HDA1CC2-TOT7A,"GC PRO_일반형 토트넘 콜라보(좌판 퀼팅 네이비, 포토카드 포함)",시디즈(평택),30
2025-07,시디즈,GX,G20HDA0KK-4C1BWW,GX_HDA(화이트프레임/4C1B 메쉬+831N 좌판),시디즈(평택),486
2025-07,시디즈,GX,G20HDA0KK-4C6BK,GX_HDA(블랙프레임/4C6 메쉬+836 좌판),시디즈(평택),287
2025-07,시디즈,GX,G20HDA0KK-CM9BK,GX_HDA(블랙프레임/카멜레온 메쉬+836 좌판),시디즈(평택),238
2025-07,시디즈,GX,G20HDA0KK-CM9WW,GX_HDA(화이트프레임/카멜레온 메쉬+831N 좌판),시디즈(평택),129
2025-07,시디즈,GX(신),G20HDA0CC1-TOT01V,GX_HDA(화이트프레임)_토트넘 콜라보(비카리오),시디즈(평택),5
2025-07,시디즈,GX(신),G20HDA0CC1-TOT07S,GX_HDA(화이트프레임)_토트넘 콜라보(손흥민),시디즈(평택),20
2025-07,시디즈,GX(신),G20HDA0CC1-TOT10M,GX_HDA(화이트프레임)_토트넘 콜라보(매디슨),시디즈(평택),5
2025-07,시디즈,GX(신),G20HDA0CC1-TOT14G,GX_HDA(화이트프레임)_토트넘 콜라보(그레이),시디즈(평택),5
2025-07,시디즈,GX(신),G20HDA0CC1-TOT37V,GX_HDA(화이트프레임)_토트넘 콜라보(반더밴),시디즈(평택),5
2025-07,시디즈,T20 1세대,VTNA200HF-894,T20(블랙프레임/클라우디블루),베트남,287
2025-07,시디즈,T20 1세대,VTNA200HF-896,T20(블랙프레임/미드나잇블랙),베트남,983
2025-07,시디즈,T20 1세대,VTNB200HF-451A,T20(화이트프레임/다크그레이),베트남,2117
2025-07,시디즈,T20 1세대,VTNB200HF-454A,T20(화이트프레임/오션블루),베트남,167
2025-07,시디즈,T20 1세대,VTNB200HF-455,T20(화이트프레임/웜샌드),베트남,515
2025-07,시디즈,T20 2세대,T21HF0VG-5G1CWW,T20 2세대(화이트프레임/미드그레이),베트남,2034
2025-07,시디즈,T20 2세대,T21HF0VG-5G1WW,T20 2세대(화이트프레임/오프화이트),베트남,1936
2025-07,시디즈,T50,VOALTNF500A1-451M,T50_HA(화이트프레임/웜그레이),베트남,606
2025-07,시디즈,T50,VOALTNF500A1-452M,T50_HA(화이트프레임/아이보리),베트남,672
2025-07,시디즈,T50,VOALTNF500A1-457B,T50_HA(화이트프레임/딥그린),베트남,103
2025-07,시디즈,T50,VTNE500HDA-451M,T50_HDA(블랙프레임/웜그레이),베트남,35
2025-07,시디즈,T50,VTNE500HDA-456,T50_HDA(블랙프레임/차콜),베트남,244
2025-07,시디즈,T50,VTNE500HDA-457B,T50_HDA(블랙프레임/딥그린),베트남,33
2025-07,시디즈,T50,VTNE500HF-451M,T50_HF(블랙프레임/웜그레이),베트남,181
2025-07,시디즈,T50,VTNE500HF-456,T50_HF(블랙프레임/차콜),베트남,1497
2025-07,시디즈,T50,VTNE500HF-457B,T50_HF(블랙프레임/딥그린),베트남,151
2025-07,시디즈,T50,VTNE500HLDA-451M,T50_HLDA(블랙프레임/웜그레이),베트남,104
2025-07,시디즈,T50,VTNE500HLDA-456,T50_HLDA(블랙프레임/차콜),베트남,797
2025-07,시디즈,T50,VTNE500HLDA-457B,T50_HLDA(블랙프레임/딥그린),베트남,117
2025-07,시디즈,T50,VTNF500HDA-451M,T50_HDA(화이트프레임/웜그레이),베트남,126
2025-07,시디즈,T50,VTNF500HDA-452M,T50_HDA(화이트프레임/아이보리),베트남,154
2025-07,시디즈,T50,VTNF500HDA-457B,T50_HDA(화이트프레임/딥그린),베트남,17
2025-07,시디즈,T50,VTNF500HDA-458D,T50_HDA(화이트프레임/코랄),베트남,20
2025-07,시디즈,T50,VTNF500HLDA-451M,T50_HLDA(화이트프레임/웜그레이),베트남,1659
2025-07,시디즈,T50,VTNF500HLDA-452M,T50_HLDA(화이트프레임/아이보리),베트남,1416
2025-07,시디즈,T50,VTNF500HLDA-457B,T50_HLDA(화이트프레임/딥그린),베트남,320
2025-07,시디즈,T50,VTNF500HLDA-458D,T50_HLDA(화이트프레임/코랄),베트남,116
2025-07,시디즈,T50AIR,VTXA520HLDA-2D1,T50AIR(블랙프레임/그레이),베트남,231
2025-07,시디즈,T50AIR,VTXA520HLDA-2D4,T50AIR(블랙프레임/블루),베트남,81
2025-07,시디즈,T50AIR,VTXA520HLDA-2D6,T50AIR(블랙프레임/블랙),베트남,1234
2025-07,시디즈,T50AIR,VTXB520HLDA-2D1,T50AIR(화이트프레임/그레이),베트남,1524
2025-07,시디즈,T50AIR,VTXB520HLDA-2D4,T50AIR(화이트프레임/블루),베트남,802
2025-07,시디즈,T50AIR,VTXB520HLDA-2D6,T50AIR(화이트프레임/블랙),베트남,204
2025-07,시디즈,T55,T550HLDA-743,T55(더블라셀/와인),시디즈(평택),11
2025-07,시디즈,T55,T550HLDA-744,T55(더블라셀/블루),시디즈(평택),15
2025-07,시디즈,T55,TN550HLDA-576,T55(더블라셀/블랙),시디즈(평택),183
2025-07,시디즈,T80,T80HLDA1KK-451NWW,T80_HLDA(화이트프레임/패브릭/라이트그레이),시디즈(평택),500
2025-07,시디즈,T80,T80HLDA1KK-456BK,T80_HLDA(블랙프레임/패브릭/차콜),시디즈(평택),489
2025-07,시디즈,T80,T80HLDA1KK-L941LC,T80_HLDA(크롬프레임/천연가죽/크림),시디즈(평택),69
2025-07,시디즈,T80,T80HLDA1KK-L941LW,T80_HLDA(화이트프레임/메쉬+천연가죽/크림),시디즈(평택),27
2025-07,시디즈,T80,T80HLDA1KK-L946BK,T80_HLDA(블랙프레임/메쉬+천연가죽/블랙),시디즈(평택),56
2025-07,시디즈,T80,T80HLDA1KK-L946CR,T80_HLDA(크롬프레임/천연가죽/블랙),시디즈(평택),85
2025-07,시디즈,T90,T90HLDA1KK-4B1LMN,T90_HLDA(샴페인골드프레임/더블라셀/그레이),시디즈(평택),206
2025-07,시디즈,T90,T90HLDA1KK-4B6BKM,T90_HLDA(블랙프레임/더블라셀/블랙),시디즈(평택),121
2025-07,시디즈,T90,T90HLDA1KK-L941AC,T90_HLDA(크롬프레임/천연가죽/쉐도우그레이),시디즈(평택),84
2025-07,시디즈,T90,T90HLDA1KK-L945AC,T90_HLDA(크롬프레임/천연가죽/탠브라운),시디즈(평택),74
2025-07,시디즈,리니에,T250F-456,리니에_메쉬(블랙프레임/차콜),시디즈(평택),46
2025-07,시디즈,리니에,T250NF-456,리니에_플렉스(블랙프레임/차콜),시디즈(평택),30
2025-07,시디즈,리니에,TXNA250F-451M,리니에_메쉬(화이트프레임/웜그레이),시디즈(평택),225
2025-07,시디즈,리니에,TXNA250F-452N,리니에_메쉬(화이트프레임/샌드베이지),시디즈(평택),121
2025-07,시디즈,리니에,TXNA250F-457L,리니에_메쉬(화이트프레임/애쉬그린),시디즈(평택),46
2025-07,시디즈,리니에,TXNA250NF-451M,리니에_플렉스(화이트프레임/웜그레이),시디즈(평택),136
2025-07,시디즈,리니에,TXNA250NF-452N,리니에_플렉스(화이트프레임/샌드베이지),시디즈(평택),85
2025-07,시디즈,리니에,TXNA250NF-457L,리니에_플렉스(화이트프레임/애쉬그린),시디즈(평택),44
2025-07,시디즈,링고 1세대,VSNB509ACF-A441P,링고(소이밀크),베트남,250
2025-07,시디즈,링고 1세대,VSNB509ACF-A443Q,링고(로지핑크),베트남,100
2025-07,시디즈,링고 1세대,VSNB509ACF-A444N,링고(라벤더블루),베트남,70
2025-07,시디즈,링고 1세대,VSNB509ACF-A447A,링고(그린티그린),베트남,20
2025-07,시디즈,링고 2세대,S51ACF0VG-A441BW,링고 학생의자_고정중심봉(베이지그레이),베트남,562
2025-07,시디즈,링고 2세대,S51ACF0VG-A443BW,링고 학생의자_고정중심봉(그레이쉬핑크),베트남,164
2025-07,시디즈,링고 2세대,S51ACF0VG-A447BW,링고 학생의자_고정중심봉(그레이쉬그린),베트남,127
2025-07,시디즈,마네,M071-721,마네_원목다리UM(패브릭/다크그레이),시디즈(평택),3
2025-07,시디즈,마네,M071-725,마네_원목다리UM(패브릭/밀크브라운),시디즈(평택),8
2025-07,시디즈,마네,M071-A446,마네_원목다리UM(인조가죽/블랙),시디즈(평택),10
2025-07,시디즈,마네,M071-MGN,마네_원목다리WW(플라스틱/민트그린),시디즈(평택),7
2025-07,시디즈,마네,M071-WW,마네_원목다리WW(플라스틱/화이트),시디즈(평택),42
2025-07,시디즈,마네,M071E-256,마네_스틸다리(패브릭/하운드투스),시디즈(평택),20
2025-07,시디즈,마네,MN021E-IBLWW,마네_스틸다리(화이트프레임/플라스틱/코튼블루),시디즈(평택),27
2025-07,시디즈,마네,MN021E-MGNWW,마네_스틸다리(화이트프레임/플라스틱/민트그린),시디즈(평택),56
2025-07,시디즈,마네,MN021E-RPKWW,마네_스틸다리(화이트프레임/플라스틱/로즈핑크),시디즈(평택),22
2025-07,시디즈,마네,MN021E-WWWWL,마네_스틸다리(화이트프레임/플라스틱/화이트),시디즈(평택),383
2025-07,시디즈,몰티,K50HB0KG-A441P,몰티_헬로베이비세트(소이밀크),외주/상품,58
2025-07,시디즈,몰티,K50HB0KG-A443R,몰티_헬로베이비세트(코랄핑크),외주/상품,5
2025-07,시디즈,몰티,K50HB0KG-A447Q,몰티_헬로베이비세트(아보카도그린),외주/상품,6
2025-07,시디즈,몰티,K50HC0KG-A441P,몰티_하이체어(소이밀크),외주/상품,90
2025-07,시디즈,몰티,K50HC0KG-A443R,몰티_하이체어(코랄핑크),외주/상품,7
2025-07,시디즈,몰티,K50HC0KG-A447Q,몰티_하이체어(아보카도그린),외주/상품,5
2025-07,시디즈,몰티,SK50080-RCN,몰티_책상,외주/상품,7
2025-07,시디즈,버튼,M801E-831,버튼_4-LEGS형_글라이드(화이트프레임/패브릭/모스그레이),시디즈(평택),26
2025-07,시디즈,버튼,M801E-WW,버튼_4-LEGS형_글라이드(화이트프레임/플라스틱/화이트),시디즈(평택),22
2025-07,시디즈,버튼,M801EY-831,버튼_4-LEGS형_바퀴(화이트프레임/패브릭/모스그레이),시디즈(평택),23
2025-07,시디즈,버튼,M801EY-WW,버튼_4-LEGS형_바퀴(화이트프레임/플라스틱/화이트),시디즈(평택),13
2025-07,시디즈,버튼,M803G-831,버튼_높이조절형_글라이드(화이트프레임/패브릭/모스그레이),시디즈(평택),19
2025-07,시디즈,버튼,M803G-WW,버튼_높이조절형_글라이드(화이트프레임/플라스틱/화이트),시디즈(평택),29
2025-07,시디즈,버튼,M803Y-831,버튼_높이조절형_바퀴(화이트프레임/패브릭/모스그레이),시디즈(평택),56
2025-07,시디즈,버튼,M803Y-WW,버튼_높이조절형_바퀴(화이트프레임/플라스틱/화이트),시디즈(평택),45
2025-07,시디즈,버튼,MN801E-371,버튼_4-LEGS형_글라이드(블랙프레임/패브릭/쿨그레이),시디즈(평택),12
2025-07,시디즈,버튼,MN801E-452,버튼_4-LEGS형_글라이드(블랙프레임/패브릭/베이지),시디즈(평택),14
2025-07,시디즈,버튼,MN801E-BK,버튼_4-LEGS형_글라이드 블랙프레임 플라스틱 블랙,시디즈(평택),12
2025-07,시디즈,버튼,MN801EY-371,버튼_4-LEGS형_바퀴(블랙프레임/패브릭/쿨그레이),시디즈(평택),10
2025-07,시디즈,버튼,MN801EY-452,버튼_4-LEGS형_바퀴(블랙프레임/패브릭/베이지),시디즈(평택),33
