ym,brand,series,combo,name,supply,forecast
2025-06,데스커,,DHM1101EY-451ABK,"데스커 M40 네스팅 멀티유즈 의자 - 패브릭 좌판, 캐스터",시디즈(평택),61
2025-06,데스커,,DHM1101EY-451AWW,"데스커 M40 네스팅 멀티유즈 의자 - 패브릭 좌판, 캐스터",시디즈(평택),189
2025-06,데스커,,DHM1491-BK,아웃라인,시디즈(평택),51
2025-06,데스커,,DHM1491-DSG,아웃라인,시디즈(평택),45
2025-06,데스커,,DHM1491-WW,아웃라인,시디즈(평택),98
2025-06,데스커,,DHM301E-BWWW,데스커M08 시리즈 우든체어,시디즈(평택),38
2025-06,데스커,,DHM302E-452WW,데스커M08 시리즈_패브릭,시디즈(평택),49
2025-06,데스커,,DHM302E-456BK,데스커M08 시리즈_패브릭,시디즈(평택),34
2025-06,데스커,,DHM303E-A490LW,데스커M08 시리즈_인조가죽,시디즈(평택),47
2025-06,데스커,,DHM303E-A492WW,데스커M08 시리즈_인조가죽,시디즈(평택),24
2025-06,데스커,,DHM500-451L,데스커M13 (펑거스스툴) WW사양 좌판451L,시디즈(평택),34
2025-06,데스커,,DHM500-454B,데스커M13 (펑거스스툴) WW사양 좌판454B,시디즈(평택),12
2025-06,데스커,,DHM560-454,데스커M13 (펑거스스툴) BK사양 좌판454,시디즈(평택),16
2025-06,데스커,,DHM704E-BW,데스커 위 바스툴 680(화이트프레임/우드),시디즈(평택),63
2025-06,데스커,,DHM764E-BW,데스커 위 바스툴 680(블랙프레임/우드),시디즈(평택),17
2025-06,데스커,,DHM811E-WW,"데스커Button 4-Legs,쉘,WW도장",시디즈(평택),26
2025-06,데스커,,DHM811EY-WW,"데스커Button 4-Legs,캐스터,쉘,WW도장",시디즈(평택),46
2025-06,데스커,,DHM861E-BK,"데스커Button BK쉘,4-Legs,쉘,BK도장",시디즈(평택),18
2025-06,데스커,,DHM861EY-BK,"데스커Button BK쉘,4-Legs,캐스터,쉘,BK도장",시디즈(평택),51
2025-06,데스커,,DHMN101E-BKBK,데스커M02시리즈 4-LEG,시디즈(평택),173
2025-06,데스커,,DHMN101E-WWWWL,데스커M02시리즈 4-LEG,시디즈(평택),718
2025-06,데스커,,DHMN803W-831,데스커 버튼 리프트업 무브 화이트쉘 (패브릭),시디즈(평택),36
2025-06,데스커,,DHMN863W-371,데스커 버튼 리프트업 무브 블랙쉘 (패브릭),시디즈(평택),35
2025-06,데스커,,DHT1009ACF-A441P,"데스커 링고 고정중심봉,50_38U(SG) 캐스터,뉴 발받침조립",베트남,479
2025-06,데스커,,DHT1200HF-2H1,올라운드 체어 HF 화이트쉘/그레이좌판,베트남,1043
2025-06,데스커,,DHT1200HF-2H2,올라운드 체어 HF 화이트쉘/베이지좌판,베트남,575
2025-06,데스커,,DHT1260HF-2H6,올라운드 체어 HF 블랙쉘/블랙좌판,베트남,555
2025-06,데스커,,DHT1300HLDA-451M,"데스커 ALL NEW T500HLDA(2023) 화이트쉘, 451M, 그레이",베트남,138
2025-06,데스커,,DHT1360HLDA-456,"데스커 ALL NEW T500HLDA(2023) 블랙쉘, 456, 다크그레이",베트남,62
2025-06,데스커,,DHT175HDA-4C1BWW,"데스커 GX_HDA
(화이트프레임/4C1B 메쉬/831N 좌판)",시디즈(평택),21
2025-06,데스커,,DHT175HDA-4C6BK,"데스커 GX_HDA
(블랙프레임/4C6 메쉬/836 좌판)",시디즈(평택),14
2025-06,데스커,,DHT185HLDA-4B1LMN,"데스커 T90_HLDA
(샴페인골드프레임/더블라셀/그레이)",시디즈(평택),18
2025-06,데스커,,DHT185HLDA-4B6BKM,"데스커 T90_HLDA
(블랙프레임/더블라셀/블랙)",시디즈(평택),18
2025-06,데스커,,DHT300F-452N,"데스커T25 WW 메쉬등판, 회전중심봉,50_27U(SG)",시디즈(평택),53
2025-06,데스커,,DHT300F-457L,"데스커T25 WW 메쉬등판, 회전중심봉,50_27U(SG)",시디즈(평택),10
2025-06,데스커,,DHT300NF-452N,"데스커T25 WW 플렉스등판,회전중심봉,50_27U(SG)",시디즈(평택),23
2025-06,데스커,,DHT9FEGU-452NWW,데스커 ible/바퀴+글라이드/등판메쉬 변경   (KATE-C),시디즈(평택),264
2025-06,데스커,,DHTN603F-451M,데스커 ible 높이조절형/회전중심봉,시디즈(평택),72
2025-06,데스커,,DHTN800HLDA-451NWW,데스커 T80 WW프레임 등판 N421L메쉬+451N 라이트그레이 좌판,시디즈(평택),25
2025-06,데스커,,DHTN860HLDA-456BK,데스커 T80 BK프레임 등판 N421A메쉬+좌판 456 패브릭,시디즈(평택),23
2025-06,시디즈,GC PRO,G10HDA1CC1-WON9,GC PRO_일반형 원신 콜라보 (퀼팅 퍼플),시디즈(평택),1
2025-06,시디즈,GC PRO,G10HDA1CC2-TOT7A,"GC PRO_일반형 토트넘 콜라보(좌판 퀼팅 네이비, 포토카드 포함)",시디즈(평택),30
2025-06,시디즈,GC PRO,G10HDA1CC3-GENG,GC PRO_일반형 젠지 콜라보,시디즈(평택),28
2025-06,시디즈,GC PRO,G10HDA1KK-A441QW,GC PRO_일반형(화이트프레임/그레이레드),시디즈(평택),56
2025-06,시디즈,GC PRO,G10HDA1KK-A446BK,GC PRO_일반형(블랙프레임/블랙블루),시디즈(평택),57
2025-06,시디즈,GC PRO,G10HDAW1KK-A441QW,GC PRO_쿨링시트(화이트프레임/그레이레드),시디즈(평택),39
2025-06,시디즈,GC PRO,G10HDAW1KK-A446BK,GC PRO_쿨링시트(블랙프레임/블랙블루),시디즈(평택),42
2025-06,시디즈,GC PRO,G10HDAWJ1CC3-GENG,GC PRO_쿨링시트_LED 젠지 콜라보,시디즈(평택),232
2025-06,시디즈,GC PRO,G10HDAWJ1KK-A441QW,GC PRO_쿨링시트_LED(화이트프레임/그레이레드),시디즈(평택),25
2025-06,시디즈,GC PRO,G10HDAWJ1KK-A446BK,GC PRO_쿨링시트_LED(블랙프레임/블랙블루),시디즈(평택),33
2025-06,시디즈,GX,G20HDA0KK-4C1BWW,GX_HDA(화이트프레임/4C1B 메쉬+831N 좌판),시디즈(평택),495
2025-06,시디즈,GX,G20HDA0KK-4C6BK,GX_HDA(블랙프레임/4C6 메쉬+836 좌판),시디즈(평택),293
2025-06,시디즈,GX,G20HDA0KK-CM9BK,GX_HDA(블랙프레임/카멜레온 메쉬+836 좌판),시디즈(평택),246
2025-06,시디즈,GX,G20HDA0KK-CM9WW,GX_HDA(화이트프레임/카멜레온 메쉬+831N 좌판),시디즈(평택),134
2025-06,시디즈,T20 1세대,VTNA200HF-894,T20(블랙프레임/클라우디블루),베트남,335
2025-06,시디즈,T20 1세대,VTNA200HF-896,T20(블랙프레임/미드나잇블랙),베트남,1231
2025-06,시디즈,T20 1세대,VTNB200HF-451A,T20(화이트프레임/다크그레이),베트남,2344
2025-06,시디즈,T20 1세대,VTNB200HF-454A,T20(화이트프레임/오션블루),베트남,249
2025-06,시디즈,T20 1세대,VTNB200HF-455,T20(화이트프레임/웜샌드),베트남,653
2025-06,시디즈,T20 2세대,T21HF0VG-5G1CWW,T20 2세대(화이트프레임/미드그레이),베트남,879
2025-06,시디즈,T20 2세대,T21HF0VG-5G1WW,T20 2세대(화이트프레임/오프화이트),베트남,771
2025-06,시디즈,T50,VTNE500HDA-451M,T50_HDA(블랙프레임/웜그레이),베트남,40
2025-06,시디즈,T50,VTNE500HDA-456,T50_HDA(블랙프레임/차콜),베트남,279
2025-06,시디즈,T50,VTNE500HDA-457B,T50_HDA(블랙프레임/딥그린),베트남,39
2025-06,시디즈,T50,VTNE500HF-451M,T50_HF(블랙프레임/웜그레이),베트남,185
2025-06,시디즈,T50,VTNE500HF-456,T50_HF(블랙프레임/차콜),베트남,1415
2025-06,시디즈,T50,VTNE500HF-457B,T50_HF(블랙프레임/딥그린),베트남,117
2025-06,시디즈,T50,VTNE500HLDA-451M,T50_HLDA(블랙프레임/웜그레이),베트남,261
2025-06,시디즈,T50,VTNE500HLDA-456,T50_HLDA(블랙프레임/차콜),베트남,1964
2025-06,시디즈,T50,VTNE500HLDA-457B,T50_HLDA(블랙프레임/딥그린),베트남,293
2025-06,시디즈,T50,VTNF500HDA-451M,T50_HDA(화이트프레임/웜그레이),베트남,243
2025-06,시디즈,T50,VTNF500HDA-452M,T50_HDA(화이트프레임/아이보리),베트남,292
2025-06,시디즈,T50,VTNF500HDA-457B,T50_HDA(화이트프레임/딥그린),베트남,31
2025-06,시디즈,T50,VTNF500HDA-458D,T50_HDA(화이트프레임/코랄),베트남,37
2025-06,시디즈,T50,VTNF500HLDA-451M,T50_HLDA(화이트프레임/웜그레이),베트남,1858
2025-06,시디즈,T50,VTNF500HLDA-452M,T50_HLDA(화이트프레임/아이보리),베트남,1585
2025-06,시디즈,T50,VTNF500HLDA-457B,T50_HLDA(화이트프레임/딥그린),베트남,364
2025-06,시디즈,T50,VTNF500HLDA-458D,T50_HLDA(화이트프레임/코랄),베트남,130
2025-06,시디즈,T50AIR,VTXA520HLDA-2D1,T50AIR(블랙프레임/그레이),베트남,181
2025-06,시디즈,T50AIR,VTXA520HLDA-2D4,T50AIR(블랙프레임/블루),베트남,64
2025-06,시디즈,T50AIR,VTXA520HLDA-2D6,T50AIR(블랙프레임/블랙),베트남,987
2025-06,시디즈,T50AIR,VTXB520HLDA-2D1,T50AIR(화이트프레임/그레이),베트남,1205
2025-06,시디즈,T50AIR,VTXB520HLDA-2D4,T50AIR(화이트프레임/블루),베트남,643
2025-06,시디즈,T50AIR,VTXB520HLDA-2D6,T50AIR(화이트프레임/블랙),베트남,163
2025-06,시디즈,T55,T550HLDA-743,T55(더블라셀/와인),시디즈(평택),11
2025-06,시디즈,T55,T550HLDA-744,T55(더블라셀/블루),시디즈(평택),14
2025-06,시디즈,T55,TN550HLDA-576,T55(더블라셀/블랙),시디즈(평택),177
2025-06,시디즈,T80,T80HLDA1KK-451NWW,T80_HLDA(화이트프레임/패브릭/라이트그레이),시디즈(평택),514
2025-06,시디즈,T80,T80HLDA1KK-456BK,T80_HLDA(블랙프레임/패브릭/차콜),시디즈(평택),497
2025-06,시디즈,T80,T80HLDA1KK-L941LC,T80_HLDA(크롬프레임/천연가죽/크림),시디즈(평택),71
2025-06,시디즈,T80,T80HLDA1KK-L941LW,T80_HLDA(화이트프레임/메쉬+천연가죽/크림),시디즈(평택),27
2025-06,시디즈,T80,T80HLDA1KK-L946BK,T80_HLDA(블랙프레임/메쉬+천연가죽/블랙),시디즈(평택),58
2025-06,시디즈,T80,T80HLDA1KK-L946CR,T80_HLDA(크롬프레임/천연가죽/블랙),시디즈(평택),88
2025-06,시디즈,T90,T90HLDA1KK-4B1LMN,T90_HLDA(샴페인골드프레임/더블라셀/그레이),시디즈(평택),202
2025-06,시디즈,T90,T90HLDA1KK-4B6BKM,T90_HLDA(블랙프레임/더블라셀/블랙),시디즈(평택),113
2025-06,시디즈,T90,T90HLDA1KK-L941AC,T90_HLDA(크롬프레임/천연가죽/쉐도우그레이),시디즈(평택),72
2025-06,시디즈,T90,T90HLDA1KK-L945AC,T90_HLDA(크롬프레임/천연가죽/탠브라운),시디즈(평택),62
2025-06,시디즈,리니에,T250F-456,리니에_메쉬(블랙프레임/차콜),시디즈(평택),42
2025-06,시디즈,리니에,T250NF-456,리니에_플렉스(블랙프레임/차콜),시디즈(평택),27
2025-06,시디즈,리니에,TXNA250F-451M,리니에_메쉬(화이트프레임/웜그레이),시디즈(평택),199
2025-06,시디즈,리니에,TXNA250F-452N,리니에_메쉬(화이트프레임/샌드베이지),시디즈(평택),109
2025-06,시디즈,리니에,TXNA250F-457L,리니에_메쉬(화이트프레임/애쉬그린),시디즈(평택),41
2025-06,시디즈,리니에,TXNA250NF-451M,리니에_플렉스(화이트프레임/웜그레이),시디즈(평택),122
2025-06,시디즈,리니에,TXNA250NF-452N,리니에_플렉스(화이트프레임/샌드베이지),시디즈(평택),76
2025-06,시디즈,리니에,TXNA250NF-457L,리니에_플렉스(화이트프레임/애쉬그린),시디즈(평택),40
2025-06,시디즈,링고 1세대,VSNB509ACF-A441P,링고(소이밀크),베트남,529
2025-06,시디즈,링고 1세대,VSNB509ACF-A443Q,링고(로지핑크),베트남,155
2025-06,시디즈,링고 1세대,VSNB509ACF-A444N,링고(라벤더블루),베트남,168
2025-06,시디즈,링고 1세대,VSNB509ACF-A447A,링고(그린티그린),베트남,66
2025-06,시디즈,링고 2세대,S51ACF0VG-A441BW,링고 학생의자_고정중심봉(베이지그레이),베트남,1252
2025-06,시디즈,링고 2세대,S51ACF0VG-A443BW,링고 학생의자_고정중심봉(그레이쉬핑크),베트남,366
2025-06,시디즈,링고 2세대,S51ACF0VG-A447BW,링고 학생의자_고정중심봉(그레이쉬그린),베트남,285
2025-06,시디즈,마네,M071-721,마네_원목다리UM(패브릭/다크그레이),시디즈(평택),5
2025-06,시디즈,마네,M071-725,마네_원목다리UM(패브릭/밀크브라운),시디즈(평택),12
2025-06,시디즈,마네,M071-A446,마네_원목다리UM(인조가죽/블랙),시디즈(평택),16
2025-06,시디즈,마네,M071-MGN,마네_원목다리WW(플라스틱/민트그린),시디즈(평택),13
2025-06,시디즈,마네,M071-WW,마네_원목다리WW(플라스틱/화이트),시디즈(평택),69
2025-06,시디즈,마네,M071E-256,마네_스틸다리(패브릭/하운드투스),시디즈(평택),33
2025-06,시디즈,마네,MN021E-IBLWW,마네_스틸다리(화이트프레임/플라스틱/코튼블루),시디즈(평택),45
2025-06,시디즈,마네,MN021E-MGNWW,마네_스틸다리(화이트프레임/플라스틱/민트그린),시디즈(평택),92
2025-06,시디즈,마네,MN021E-RPKWW,마네_스틸다리(화이트프레임/플라스틱/로즈핑크),시디즈(평택),37
2025-06,시디즈,마네,MN021E-WWWWL,마네_스틸다리(화이트프레임/플라스틱/화이트),시디즈(평택),466
2025-06,시디즈,몰티,K50HB0KG-A441P,몰티_헬로베이비세트(소이밀크),외주/상품,51
2025-06,시디즈,몰티,K50HB0KG-A443R,몰티_헬로베이비세트(코랄핑크),외주/상품,5
2025-06,시디즈,몰티,K50HB0KG-A447Q,몰티_헬로베이비세트(아보카도그린),외주/상품,6
2025-06,시디즈,몰티,K50HC0KG-A441P,몰티_하이체어(소이밀크),외주/상품,63
2025-06,시디즈,몰티,K50HC0KG-A443R,몰티_하이체어(코랄핑크),외주/상품,7
2025-06,시디즈,몰티,K50HC0KG-A447Q,몰티_하이체어(아보카도그린),외주/상품,5
2025-06,시디즈,몰티,SK50080-RCN,몰티_책상,외주/상품,6
2025-06,시디즈,버튼,M801E-831,버튼_4-LEGS형_글라이드(화이트프레임/패브릭/모스그레이),시디즈(평택),26
2025-06,시디즈,버튼,M801E-WW,버튼_4-LEGS형_글라이드(화이트프레임/플라스틱/화이트),시디즈(평택),21
2025-06,시디즈,버튼,M801EY-831,버튼_4-LEGS형_바퀴(화이트프레임/패브릭/모스그레이),시디즈(평택),22
2025-06,시디즈,버튼,M801EY-WW,버튼_4-LEGS형_바퀴(화이트프레임/플라스틱/화이트),시디즈(평택),13
2025-06,시디즈,버튼,M803G-831,버튼_높이조절형_글라이드(화이트프레임/패브릭/모스그레이),시디즈(평택),20
2025-06,시디즈,버튼,M803G-WW,버튼_높이조절형_글라이드(화이트프레임/플라스틱/화이트),시디즈(평택),31
2025-06,시디즈,버튼,M803Y-831,버튼_높이조절형_바퀴(화이트프레임/패브릭/모스그레이),시디즈(평택),57
2025-06,시디즈,버튼,M803Y-WW,버튼_높이조절형_바퀴(화이트프레임/플라스틱/화이트),시디즈(평택),45
2025-06,시디즈,버튼,MN801E-371,버튼_4-LEGS형_글라이드(블랙프레임/패브릭/쿨그레이),시디즈(평택),16
2025-06,시디즈,버튼,MN801E-452,버튼_4-LEGS형_글라이드(블랙프레임/패브릭/베이지),시디즈(평택),15
2025-06,시디즈,버튼,MN801E-BK,버튼_4-LEGS형_글라이드 블랙프레임 플라스틱 블랙,시디즈(평택),11
2025-06,시디즈,버튼,MN801EY-371,버튼_4-LEGS형_바퀴(블랙프레임/패브릭/쿨그레이),시디즈(평택),11
2025-06,시디즈,버튼,MN801EY-452,버튼_4-LEGS형_바퀴(블랙프레임/패브릭/베이지),시디즈(평택),29
2025-06,시디즈,버튼,MN801EY-BK,버튼_4-LEGS형_바퀴(블랙프레임/플라스틱/블랙),시디즈(평택),4
2025-06,시디즈,버튼,MN803G-371,버튼_높이조절형_글라이드(블랙프레임/패브릭/쿨그레이),시디즈(평택),10
2025-06,시디즈,버튼,MN803G-452,버튼_높이조절형_글라이드(블랙프레임/패브릭/베이지),시디즈(평택),7
2025-06,시디즈,버튼,MN803G-BK,버튼-높이조절형-글라이드(블랙프레임/플라스틱/블랙),시디즈(평택),6
2025-06,시디즈,버튼,MN803Y-371,버튼_높이조절형_바퀴(블랙프레임/패브릭/쿨그레이),시디즈(평택),32
2025-06,시디즈,버튼,MN803Y-452,버튼_높이조절형_바퀴(블랙프레임/패브릭/베이지),시디즈(평택),20
2025-06,시디즈,버튼,MN803Y-BK,버튼_높이조절형_바퀴(블랙프레임/플라스틱/블랙),시디즈(평택),13
2025-06,시디즈,스테포,SB01F-MM,스테포_기본형(그레이),외주/상품,83
2025-06,시디즈,스테포,SB01F1-3D1,스테포_커버형(차콜그레이),외주/상품,1024
2025-06,시디즈,스테포,SB01F1-3D2,스테포_커버형(베이지),외주/상품,352
2025-06,시디즈,스테포,SB01F1-3D7,스테포_커버형(민트그린),외주/상품,122
2025-06,시디즈,아띠,K30F1KG-A441P,아띠 의자(소이밀크),외주/상품,148
2025-06,시디즈,아띠,K30F1KG-A443S,아띠 의자(멜로우피치),외주/상품,76
2025-06,시디즈,아띠,K30F1KG-A444D,아띠 의자(세이지민트),외주/상품,90
2025-06,시디즈,아띠,K30X1KG-WW,아띠 책상(화이트),외주/상품,182
2025-06,시디즈,아이블,S60FEGU0KK-451MWW,아이블_바퀴+글라이드형(화이트프레임│웜그레이),외주/상품,3219
2025-06,시디즈,아이블,S60FEGU0KK-452NWW,아이블_바퀴+글라이드형(화이트프레임│샌드베이지),외주/상품,1260
2025-06,시디즈,아이블,S60FEGU0KK-456BK,아이블_바퀴+글라이드형(블랙프레임│차콜),외주/상품,1038
2025-06,시디즈,아이블,S60SFU0KK-451MWW,아이블_높이조절형(화이트프레임│웜그레이),시디즈(평택),913
2025-06,시디즈,아이블,S60SFU0KK-452NWW,아이블_높이조절형(화이트프레임│샌드베이지),시디즈(평택),520
2025-06,시디즈,아이블,S60SFU0KK-456BK,아이블_높이조절형(블랙프레임│차콜),시디즈(평택),641
2025-06,시디즈,악세서리,K509N-SG,몰티_이너시트,외주/상품,18
2025-06,시디즈,악세서리,K50X0KG-BW,몰티_책상의자용 다리,외주/상품,15
2025-06,시디즈,악세서리,S40D0KK-5F1,트레보_좌판쿠션 커버(더스티그레이),외주/상품,112
2025-06,시디즈,악세서리,S40D0KK-5F3,트레보_좌판쿠션 커버(더스티핑크),외주/상품,54
2025-06,시디즈,악세서리,S40D0KK-5F7,트레보_좌판쿠션 커버(더스티그린),외주/상품,36
2025-06,시디즈,악세서리,S509ND1-2G3,링고 등판+좌판 커버(로지핑크),시디즈(평택),194
2025-06,시디즈,악세서리,S509ND1-2G4,링고 등판+좌판 커버(라벤더블루),시디즈(평택),255
2025-06,시디즈,악세서리,S509ND1-2G7,링고 등판+좌판 커버(그린티그린),시디즈(평택),191
2025-06,시디즈,악세서리,S51ND2KG-5F1,링고 2세대 등판+좌판 커버(더스티그레이),시디즈(평택),95
2025-06,시디즈,악세서리,S51ND2KG-5F3,링고 2세대 등판+좌판 커버(더스티핑크),시디즈(평택),72
2025-06,시디즈,악세서리,S51ND2KG-5F7,링고 2세대 등판+좌판 커버(더스티그린),시디즈(평택),39
2025-06,시디즈,악세서리,T259N-456,리니에 등판 커버(차콜),시디즈(평택),3
2025-06,시디즈,악세서리,T259N-457L,리니에 등판 커버(애쉬그린),시디즈(평택),5
2025-06,시디즈,악세서리,T509CH-BK,T50 옷걸이_헤드레스트有(블랙프레임),외주/상품,312
2025-06,시디즈,악세서리,T509CH-WW,T50 옷걸이_헤드레스트有(화이트프레임),외주/상품,402
2025-06,시디즈,악세서리,T529D-451L,T50AIR 좌판커버(그레이),외주/상품,189
2025-06,시디즈,악세서리,T529D-454B,T50AIR 좌판커버(블루),외주/상품,118
2025-06,시디즈,악세서리,T529D-456,T50AIR 좌판커버(차콜),외주/상품,149
2025-06,시디즈,악세서리,TNE509-451M,T50 조절형 좌판(웜그레이),시디즈(평택),162
2025-06,시디즈,악세서리,TNE509-452M,T50 조절형 좌판(아이보리),시디즈(평택),83
2025-06,시디즈,악세서리,TNE509-456,T50 조절형 좌판(차콜),시디즈(평택),250
2025-06,시디즈,악세서리,TNE509-457B,T50 조절형 좌판(딥그린),시디즈(평택),114
2025-06,시디즈,악세서리,TNE509-458D,T50 조절형 좌판(코랄),시디즈(평택),34
2025-06,시디즈,에가,TN601FE-451M,에가_4-LEGS형_글라이드(패브릭/웜그레이),외주/상품,26
2025-06,시디즈,에가,TN601FE-452N,에가_4-LEGS형_글라이드(패브릭/샌드베이지),외주/상품,19
2025-06,시디즈,에가,TN601FE-457L,에가_4-LEGS형_글라이드(패브릭/애쉬그린),외주/상품,5
2025-06,시디즈,에가,TN601FE-458D,에가_4-LEGS형_글라이드(패브릭/코랄),외주/상품,3
2025-06,시디즈,에가,TN601FE-A490L,에가_4-LEGS형_글라이드(인조가죽/아이보리),외주/상품,23
2025-06,시디즈,에가,TN601FEY-451M,에가_4-LEGS형_바퀴(패브릭/웜그레이),외주/상품,28
2025-06,시디즈,에가,TN601FEY-452N,에가_4-LEGS형_바퀴(패브릭/샌드베이지),외주/상품,13
2025-06,시디즈,에가,TN601FEY-457L,에가_4-LEGS형_바퀴(패브릭/애쉬그린),외주/상품,8
2025-06,시디즈,에가,TN601FEY-458D,에가_4-LEGS형_바퀴(패브릭/코랄),외주/상품,4
2025-06,시디즈,에가,TN601FEY-A490L,에가_4-LEGS형_바퀴(인조가죽/아이보리),외주/상품,17
2025-06,시디즈,에가,TN603FG-451M,에가_높이조절형_글라이드(패브릭/웜그레이),외주/상품,21
2025-06,시디즈,에가,TN603FG-452N,에가_높이조절형_글라이드(패브릭/샌드베이지),외주/상품,29
2025-06,시디즈,에가,TN603FG-457L,에가_높이조절형_글라이드(패브릭/애쉬그린),외주/상품,13
2025-06,시디즈,에가,TN603FG-458D,에가_높이조절형_글라이드(패브릭/코랄),외주/상품,6
2025-06,시디즈,에가,TN603FG-A490L,에가_높이조절형_글라이드(인조가죽/아이보리),외주/상품,27
2025-06,시디즈,에가,TN603FY-451M,에가_높이조절형_바퀴(패브릭/웜그레이),외주/상품,94
2025-06,시디즈,에가,TN603FY-452N,에가_높이조절형_바퀴(패브릭/샌드베이지),외주/상품,104
2025-06,시디즈,에가,TN603FY-457L,에가_높이조절형_바퀴(패브릭/애쉬그린),외주/상품,35
2025-06,시디즈,에가,TN603FY-458D,에가_높이조절형_바퀴(패브릭/코랄),외주/상품,17
2025-06,시디즈,에가,TN603FY-A490L,에가_높이조절형_바퀴(인조가죽/아이보리),외주/상품,72
2025-06,시디즈,올리,PACPCHACC5-TOT1,올리(휴대의자)_토트넘(스퍼스네이비),외주/상품,200
2025-06,시디즈,올리,PACPCHACC5-TOT2,올리(휴대의자)_토트넘(릴리화이트),외주/상품,200
2025-06,시디즈,위,M171EZ-371LBW,위_550MM(화이트프레임/패브릭/그레이),시디즈(평택),12
2025-06,시디즈,위,M171EZ-452BW,위_550MM(화이트프레임/패브릭/베이지),시디즈(평택),15
2025-06,시디즈,위,M171EZ-BW,위_550MM(화이트프레임/네이키드),시디즈(평택),21
2025-06,시디즈,위,M174E-371LBW,위_680MM(화이트프레임/패브릭/그레이),시디즈(평택),16
2025-06,시디즈,위,M174E-452BW,위_680MM(화이트프레임/패브릭/베이지),시디즈(평택),17
2025-06,시디즈,위,M174E-BW,위_680MM(화이트프레임/네이키드),시디즈(평택),23
2025-06,시디즈,위,MN171EZ-371LBW,위_550MM(블랙프레임/패브릭/그레이),시디즈(평택),2
2025-06,시디즈,위,MN171EZ-452BW,위_550MM(블랙프레임/패브릭/베이지),시디즈(평택),7
2025-06,시디즈,위,MN171EZ-BW,위_550MM(블랙프레임/네이키드),시디즈(평택),10
2025-06,시디즈,위,MN174E-371LBW,위_680MM(블랙프레임/패브릭/그레이),시디즈(평택),8
2025-06,시디즈,위,MN174E-452BW,위_680MM(블랙프레임/패브릭/베이지),시디즈(평택),4
2025-06,시디즈,위,MN174E-BW,위_680MM(블랙프레임/네이키드),시디즈(평택),6
2025-06,시디즈,이지리페어,K30XA0KG-SG,아띠 높이연장블록 (1SET=4EA),시디즈(평택),15
2025-06,시디즈,이지리페어,S00G1KG-SG,글라이드 B형(라이트그레이)_분리도구 포함,시디즈(평택),606
2025-06,시디즈,이지리페어,S00U1KG-SG50,우레탄 바퀴 B형(라이트그레이)_분리도구 포함,시디즈(평택),63
2025-06,시디즈,이지리페어,S00V1KG-SG50,싯브레이크 바퀴 B형(라이트그레이)_분리도구 포함,시디즈(평택),356
2025-06,시디즈,이지리페어,S50D0VG-A441P,링고 좌판(소이밀크),베트남,116
2025-06,시디즈,이지리페어,S50D0VG-A443Q,링고 좌판(로지핑크),베트남,31
2025-06,시디즈,이지리페어,S50D0VG-A444N,링고 좌판(라벤더블루),베트남,38
2025-06,시디즈,이지리페어,S50K0VG-SG,링고의자 발받침,베트남,71
2025-06,시디즈,이지리페어,S50N0VG-A441P,링고 등판(소이밀크),베트남,115
2025-06,시디즈,이지리페어,S50N0VG-A443Q,링고 등판(로지핑크),베트남,33
2025-06,시디즈,이지리페어,S50N0VG-A444N,링고 등판(라벤더블루),베트남,39
2025-06,시디즈,이지리페어,S50X0VG-XX,링고 높이조절 손잡이,베트남,41
2025-06,시디즈,이지리페어,T00G1KG-BK,글라이드 A형(블랙)_분리도구 포함,시디즈(평택),61
2025-06,시디즈,이지리페어,T00U1KG-BK65,우레탄 바퀴 A형(블랙)_분리도구 포함,시디즈(평택),114
2025-06,시디즈,이지리페어,T00U1KG-WW65,우레탄 바퀴 A형(화이트)_분리도구 포함,시디즈(평택),41
2025-06,시디즈,이지리페어,T00V1KG-BK65,싯브레이크 바퀴 A형(블랙)_분리도구 포함,시디즈(평택),135
2025-06,시디즈,이지리페어,T00V1KG-SG65,싯브레이크 바퀴 A형(라이트그레이)_분리도구 포함,시디즈(평택),156
2025-06,시디즈,이지리페어,T20FL0VG-BK,T20 팔걸이_좌(블랙프레임),베트남,5
2025-06,시디즈,이지리페어,T20FL0VG-WW,T20 팔걸이_좌(화이트프레임),베트남,110
2025-06,시디즈,이지리페어,T20FR0VG-BK,T20 팔걸이_우(블랙프레임),베트남,4
2025-06,시디즈,이지리페어,T20FR0VG-WW,T20 팔걸이_우(화이트프레임),베트남,121
2025-06,시디즈,이지리페어,T509AL-BK,T50 조절형 팔걸이_좌(블랙프레임),외주/상품,217
2025-06,시디즈,이지리페어,T509AL-WW,T50 조절형 팔걸이_좌(화이트프레임),외주/상품,236
2025-06,시디즈,이지리페어,T509AR-BK,T50 조절형 팔걸이_우(블랙프레임),외주/상품,147
2025-06,시디즈,이지리페어,T509AR-WW,T50 조절형 팔걸이_우(화이트프레임),외주/상품,166
2025-06,시디즈,이지리페어,T509FL-BK,T50 고정형 팔걸이_좌(블랙프레임),시디즈(평택),22
2025-06,시디즈,이지리페어,T509FR-BK,T50 고정형 팔걸이_우(블랙프레임),시디즈(평택),23
2025-06,시디즈,이지리페어,T55AP0KG-BK,T55 암패드(블랙/1SET=좌+우),시디즈(평택),200
2025-06,시디즈,이지리페어,T80AP0KG-BK,T80 암패드(블랙/1SET=좌+우),시디즈(평택),12
