ym,brand,series,combo,name,supply,actual
2024-10,퍼시스,,CHXX2408002-WW,CHN0020MD-등좌판 371L,평택의자,44
2024-10,알로소,(시디즈)기타,EXTRA-P02-XX,온라인쇼핑몰단가정정(알로소),평택의자,4
2024-10,시디즈,(시디즈)기타,FH1101013-XX,"T501FU비-좌판N/C,후레임만X,SIDIZ로고",평택의자,60
2024-10,시디즈,(시디즈)기타,FHT400AMQ054-XX,부품출고-AMQ T40 등판스트립(500EA),평택의자,6
2024-10,시디즈,(시디즈)기타,FHT400AMQ055-XX,부품출고-AMQ T40 등판 하부 스트립(500EA),평택의자,6
2024-10,시디즈,(시디즈)기타,FHT500KI012-736,부품출고-T50 좌판 천&폼 (736),평택의자,80
2024-10,시디즈,(시디즈)기타,FHT500KI014-XX,부품출고-T50 헤드레스트+카바+조립볼트,평택의자,60
2024-10,시디즈,(시디즈)기타,FHT500KI022-XX,부품출고-KI전용 T50 좌판스폰지,평택의자,600
2024-10,시디즈,(시디즈)기타,FHT500KI041-XX,부품출고-T500기본형등판(신규색:CHAMPAGNE METALLIC),평택의자,40
2024-10,시디즈,(시디즈)기타,FHT500KI045-XX,부품출고-T500기본형등판(신규색상:GREY),평택의자,80
2024-10,시디즈,(시디즈)기타,FHT500KI078-XX,"FHT500KI001비-K/D,신규박스(팔분리),설명/보증서X/좌마감X",평택의자,200
2024-10,시디즈,(시디즈)기타,FHT500KI084-XX,부품출고-TILT4000G(KI)_볼트포함,평택의자,10
2024-10,시디즈,(시디즈)기타,FHT500KI085-XX,부품출고-T500 빽지(1EA),평택의자,500
2024-10,시디즈,(시디즈)기타,FHT500KI203-XX,"""부품출고-T50 RE럼버출고,조립피스""""포함"""" (20EA/BOX 포장)""",평택의자,100
2024-10,시디즈,(시디즈)기타,FHT500KI352-XX,부품출고-T50 KI사양(FHT500KI) 등판출고(BLACK) + RE럼버,평택의자,240
2024-10,시디즈,(시디즈)기타,FHT500KI452-XX,부품출고-T50 KI사양 등판 출고 (GREY) + RE럼버,평택의자,40
2024-10,시디즈,(시디즈)기타,FHT503KI013-XX,부품출고-반전자동중심봉 3621용 (1EA),평택의자,40
2024-10,시디즈,(시디즈)기타,FHT503KI045-XX,"부품출고-T503좌판골격+스폰지,종타이틸트 인서트적용",평택의자,200
2024-10,시디즈,(시디즈)기타,FHT503KI054-XX,"T503FU비-KI(좌판X,FK/D),종타이,120G,설명서/보증서X",평택의자,50
2024-10,시디즈,(시디즈)기타,FHT550KI010-736,부품출고-T55 좌판 천&폼 (736),평택의자,40
2024-10,시디즈,(시디즈)기타,FHT550KI019-736,부품출고-T55 등판 천&폼 (736),평택의자,40
2024-10,시디즈,(시디즈)기타,FHT550KI021-XX,부품출고-T55 헤드레스트+부착커버+조립볼트,평택의자,40
2024-10,시디즈,(시디즈)기타,FHT550KI022-XX,부품출고-ø65 우레탄 캐스터(1EA),평택의자,2000
2024-10,시디즈,(시디즈)기타,FHXZ2408002-4C6BK,"G20HDA0KK-700NEW플랫(BK), 벌크 출고",평택의자,624
2024-10,시디즈,(시디즈)기타,ITHCH0020WN-451MWW,"버튼 스위블(캐스터,좌판패딩)",평택의자,22
2024-10,시디즈,(시디즈)기타,ITHCH1008W-459,수출용코드-펑거스 화이트,의자상품,5
2024-10,시디즈,(시디즈)기타,ITHCH2711A-A444P,수출용코드-윙키즈,의자상품,14
2024-10,시디즈,(시디즈)기타,ITTTY00BQ01A-451M,수출용코드-올리버 고정형 (원패킹),평택의자,16
2024-10,시디즈,(시디즈)기타,PBRX00K1102-XX,2011 종합리플릿 (100부/1박스),의자상품,1
2024-10,시디즈,(시디즈)기타,TN503FU-758,"T50-Soft,고정형,Mandarine,65_26U,투톤캐스터",평택의자,1
2024-10,시디즈,(시디즈)기타,VOPCW475-891L,[AS]T20 등판(화이트프레임 공용/891L),VN의자,16
2024-10,시디즈,(시디즈)기타,VOPCW475-894,[AS]T20 등판(블랙프레임/894),VN의자,3
2024-10,시디즈,(시디즈)기타,VOPCW475-896,[AS]T20 등판(블랙프레임/896),VN의자,6
2024-10,시디즈,(시디즈)기타,VOPCW475-897,[AS]T20 등판(블랙프레임/897),VN의자,1
2024-10,시디즈,(시디즈)기타,VOPCW508-451A,[AS]T20 좌판(화이트프레임/451A),VN의자,8
2024-10,시디즈,(시디즈)기타,VOPCW508-454A,[AS]T20 좌판(화이트프레임/454A),VN의자,11
2024-10,시디즈,(시디즈)기타,VOPCW508-455,[AS]T20 좌판(화이트프레임/455),VN의자,4
2024-10,시디즈,(시디즈)기타,VOPCW508-831B,[AS]T20 좌판(블랙프레임 공용/831B),VN의자,51
2024-10,일룸,(일룸)아울렛,HCH0020B-453D,버튼 등판패딩,평택의자,4
2024-10,일룸,(일룸)아울렛,HCH0020G-453DWW,"버튼 스위블(글라이드,좌판패딩)",평택의자,3
2024-10,일룸,(일룸)아울렛,HCH0020WN-453DWW,"버튼 스위블(캐스터,좌판패딩)",평택의자,3
2024-10,일룸,(일룸)아울렛,HCH2200A-A443C,[아울렛] 피코 인조가죽,의자상품,10
2024-10,일룸,(일룸)아울렛,HCH3510KHLN-2D6,"아이핏 에어(헤드레스트,럼버서포트,BK)",평택의자,49
2024-10,일룸,(일룸)아울렛,HXCH0114F-451AWG,세라,평택의자,2
2024-10,일룸,(일룸)아울렛,HXCH0114F-451WG,세라,평택의자,8
2024-10,퍼시스,(제휴상품)GX,CHXX2410006-4C1BWW,FG20HDA0KK-수출 코드 생성,평택의자,1
2024-10,퍼시스,(제휴상품)GX,FG20HDA0KK-4C1BWW,(시디즈) GX 헤드레스트형 의자,평택의자,2
2024-10,퍼시스,(제휴상품)T90,CHXX2409014-4B1LMN,FT90HLDA1KK-완조립 수출포장,평택의자,1
2024-10,퍼시스,(제휴상품)T90,FT90HLDA1KK-4B1LMN,(시디즈)T90 헤드레스트형 의자,평택의자,1
2024-10,퍼시스,(제휴상품)T90,FT90HLDA1KK-4B6BKM,(시디즈)T90 헤드레스트형 의자,평택의자,2
2024-10,퍼시스,(제휴상품)T90,FT90HLDA1KK-L941AC,(시디즈)T90 중역 의자,평택의자,1
2024-10,퍼시스,(제휴상품)T90,FT90HLDA1KK-L945AC,(시디즈)T90 중역 의자,평택의자,2
2024-10,시디즈,구RINGO,S500ACVF-A373L,링고 고정형(고정중심봉+싯브레이크),평택의자,1
2024-10,데스커,데스커,DHM1491-BK,아웃라인,평택의자,5
2024-10,데스커,데스커,DHM1491-DSG,아웃라인,평택의자,7
2024-10,데스커,데스커,DHM1491-WW,아웃라인,평택의자,19
2024-10,데스커,데스커,DHMN101E-BKBK,데스커M02시리즈 4-LEG,평택의자,150
2024-10,데스커,데스커,DHMN101E-WWWWL,데스커M02시리즈 4-LEG,평택의자,664
2024-10,데스커,데스커,DHT1400HDAWJ-A441QW,데스커 게이밍의자_GC PRO WH  (LED+쿨링시트),평택의자,7
2024-10,데스커,데스커,DHT1460HDAWJ-A446BK,데스커 게이밍의자_GC PRO BK  (LED+쿨링시트),평택의자,1
2024-10,일룸,미엘갤러리,HCH1007-IV,미엘갤러리 원목스툴,의자상품,45
2024-10,일룸,미엘갤러리,HCH1007-NCC,미엘갤러리 원목스툴,의자상품,25
2024-10,일룸,베스토,HCH3701-L095A,베스토,평택의자,11
2024-10,일룸,베스토,HCH3701-L096,베스토,평택의자,5
2024-10,퍼시스,복합주문품,CHXZ14UY0032-556B,"T500LDA,영문설명서",평택의자,14
2024-10,퍼시스,복합주문품,CHXZ14UY0050-XX,(우치다)T50헤드 옷걸이(헤드유무와 상관없음),평택의자,10
2024-10,시디즈,부품(PARTS),PHHT45B2-A441,T45 프라임 블랙쉘(등판566) 라이트그레이  (휴대의자 미포함),의자상품,1
2024-10,시디즈,부품(PARTS),PHHT45W1-A441,T45 프라임 화이트쉘 라이트그레이 (휴대의자 미포함),의자상품,1
2024-10,시디즈,비용조정,EXTRA-P01-XX,온라인쇼핑몰단가정정(시디즈),평택의자,9
2024-10,시디즈,비용조정,EXTRA-SZ26-XX,시디즈 제주점 추가물류비,의자상품,5
2024-10,시디즈,비용조정,EXTRA-SZ-XX,단가정정(평택),평택의자,6
2024-10,시디즈,비용조정,SERVICE4-XX,반품 재포장 비용,의자상품,8
2024-10,시디즈,수퍼테크,EXTRA-XX,끝전처리건-상품,평택의자,3
2024-10,일룸,아코,HVCS4001A-A443C,[아울렛] 아코 인조가죽,VN의자,11
2024-10,일룸,아코,HVCS4001A-A444C,[아울렛] 아코 인조가죽,VN의자,7
2024-10,일룸,아코,HVCS4001A-A444P,[아울렛] 아코 인조가죽,VN의자,14
2024-10,일룸,아코,HVCS4002A-A440P,버니아코(인조),VN의자,511
2024-10,일룸,아코,HVCS4002A-A443D,버니아코(인조),VN의자,84
2024-10,일룸,아코,HVCS4003A-A440P,디노아코(인조),VN의자,129
2024-10,일룸,아코,HVCS4003A-A444P,디노아코(인조),VN의자,32
2024-10,일룸,아코,HVGCS4002A-A440P,버니아코(인조),VN의자,430
2024-10,일룸,아코,HVGCS4002A-A443D,버니아코(인조),VN의자,140
2024-10,일룸,아코,HVGCS4003A-A440P,디노아코(인조),VN의자,50
2024-10,일룸,아코,HVGCS4003A-A444P,디노아코(인조),VN의자,20
2024-10,일룸,알렉스,HVCH3900H-451A,알렉스 의자,VN의자,126
2024-10,일룸,알렉스,HVCH3900H-457L,알렉스 의자,VN의자,26
2024-10,시디즈,영업장구류,PACPCHA61K-XX,시디즈휴대의자 택배포장(1EA_레드)_신규,의자상품,5
2024-10,시디즈,온라인시리즈,PACPCHA62K-XX,시디즈휴대의자 택배포장(1EA_민트)_신규,의자상품,5
2024-10,시디즈,온라인시리즈,PACPCHACC1-MIC3A,시디즈 디즈니 휴대의자_미키,의자상품,5
2024-10,시디즈,온라인시리즈,PACPCHACC2-MIN8,시디즈 디즈니 휴대의자_미니,의자상품,8
2024-10,시디즈,온라인시리즈,TX500F-554B,T50 베이직 Blue,평택의자,1
2024-10,일룸,의자공통,HCH0000FRN-WW,"60G 클린고정중심봉(링고아이,비토주니어)",평택의자,2
2024-10,일룸,의자공통,HCH0000SRN-WW,"60G 클린회전중심봉(링고아이, 비토주니어)",평택의자,24
2024-10,일룸,의자공통,HCX0001BA-SG,"싯브레이크 캐스터(5EA,50_38U,링고아이,래리,비토)",평택의자,76
2024-10,일룸,의자공통,HCX0001N-XX,의자 번즈(고정용 발통),평택의자,4
2024-10,일룸,의자공통,HCX0001RA-SG,"일반 캐스터(5EA,50_38U,링고아이,래리,비토)",평택의자,82
2024-10,시디즈,주문품ORDERMADE,FHMN130YSFU-458,MN130Y-색-좌판색상458변경(MN130Y-458),의자상품,5
2024-10,시디즈,주문품ORDERMADE,FHTN250SFU01-451L,TXNA250NF비-65파이 나일론캐스터 변경. 수출코드,평택의자,4
2024-10,시디즈,주문품ORDERMADE,FHTN250SFU01-457L,TXNA250NF비-65파이 나일론캐스터 변경. 수출코드,평택의자,10
2024-10,시디즈,코스트코,M090RKT-831A,"(대만 코스트코)PILLO 좌식의자,WW레진 다크그레이(패브릭)",의자상품,50
2024-10,시디즈,코스트코,M090RKT-832,"(대만 코스트코)PILLO 좌식의자,WW레진 베이지(패브릭)",의자상품,40
2024-10,시디즈,코스트코,PCOM090A1-831A,[코스트코]필로(패브릭/다크그레이),의자상품,310
2024-10,시디즈,코스트코,PCOM090A1-832,[코스트코]필로(패브릭/베이지),의자상품,310
2024-10,시디즈,코스트코,PCOTX520A2-2D6,[코스트코]에어 메쉬 오피스 체어(블랙프레임/블랙),평택의자,1644
2024-10,시디즈,코스트코,PCOTX520O2-2D6,[코스트코]에어 메쉬 오피스 체어(블랙프레임/블랙),평택의자,42
2024-10,시디즈,코스트코,VPCOSNA500O1-A444P,[코스트코]링고_회전중심봉_발받침 제외(그린),VN의자,55
2024-10,시디즈,코스트코,VPCOSNA500O1-A449P,[코스트코]링고_회전중심봉_발받침 제외(라이트라벤더),VN의자,40
2024-10,시디즈,코스트코,VPCOTNB50LA2-451A,[코스트코]베이직 오피스 체어(화이트프레임/다크그레이),VN의자,216
2024-10,시디즈,코스트코,VPCOTNB50LA2-452N,[코스트코]베이직 오피스 체어(화이트프레임/베이지),VN의자,216
2024-10,시디즈,코스트코,VPCOTNB50LO2-451A,[코스트코]베이직 오피스 체어(화이트프레임/다크그레이),VN의자,96
2024-10,시디즈,코스트코,VPCOTNB50LO2-452N,[코스트코]베이직 오피스 체어(화이트프레임/베이지),VN의자,57
2024-10,일룸,쿠시노,HVB72Y11EAA-A4810,침대 헤드보드 1100폭,VN의자,2362
2024-10,시디즈,쿠팡로켓,S50ACF0LVK-A443R,링고_고정중심봉(핑크),VN의자,88
2024-10,시디즈,특정매장,FHK302FCOS-A444P,[코스트코] 저가형 아띠 의자 (스카이블루),의자상품,2
2024-10,시디즈,특정매장,FHK302FCOS-A449P,[코스트코] 저가형 아띠 의자 (라이트퍼플),의자상품,10
2024-10,시디즈,판촉물,FHXZ2312001-XX,"산리오 콜라보 키링 판촉물_실물출고(X), 매입전용",의자상품,152
2024-10,시디즈,판촉물,PACRUG80405-XX,"사각러그(베이지), 2300*1700",의자상품,2
2024-10,시디즈,판촉물,PACRUG80406-XX,"사각러그(그레이), 2300*1700",의자상품,3
2024-10,시디즈,한샘,PHHT50A02-371L,[한샘] 티오50_럼버有(그레이),평택의자,1
2024-10,시디즈,한샘,VPHHSN50A01-A447M,[한샘] 링고_고정중심봉(그린),VN의자,8
2024-10,시디즈,ACCESSORY,K50X0KG-BW,[악세서리] 몰티 책상의자용 다리,의자상품,2
2024-10,시디즈,ACCESSORY,K501E-BW,몰티 책상의자용 다리,의자상품,10
2024-10,시디즈,ACCESSORY,K509N-SG,[악세서리] 몰티 이너시트,의자상품,16
2024-10,시디즈,ACCESSORY,PACRUG80401-MAR6,마블 원형 러그 85cm,의자상품,7
2024-10,시디즈,ACCESSORY,PACRUG80403-MIC2,디즈니 미키 미니 사각 러그,의자상품,1
2024-10,시디즈,ACCESSORY,PACRUG80404-POH4,디즈니 푸 사각 러그,의자상품,1
2024-10,시디즈,ACCESSORY,S00G0KG-SG,글라이드 B형(라이트그레이),평택의자,536
2024-10,시디즈,ACCESSORY,S00U0KG-SG50,우레탄 바퀴 B형(라이트그레이),평택의자,91
2024-10,시디즈,ACCESSORY,S00V0KG-SG50,싯브레이크 바퀴 B형(라이트그레이),평택의자,290
2024-10,시디즈,ACCESSORY,S509D-A441P,링고 좌판(소이밀크),평택의자,88
2024-10,시디즈,ACCESSORY,S509ND1-2G3,[악세서리] 링고 등판+좌판 커버 (로지핑크),평택의자,151
2024-10,시디즈,ACCESSORY,S509ND1-2G4,[악세서리] 링고 등판+좌판 커버 (라벤더블루),평택의자,198
2024-10,시디즈,ACCESSORY,S509ND1-2G7,[악세서리] 링고 등판+좌판 커버 (그린티그린),평택의자,138
2024-10,시디즈,ACCESSORY,S509ND1CC7-CIN4,산리오캐릭터즈 링고 등판+좌판 커버(시나모롤),평택의자,906
2024-10,시디즈,ACCESSORY,S509ND1CC7K-CIN4,산리오캐릭터즈 링고 등판+좌판 커버_키링포함(시나모롤),평택의자,88
2024-10,시디즈,ACCESSORY,S509ND1CC8-KUR9,산리오캐릭터즈 링고 등판+좌판 커버(쿠로미),평택의자,268
2024-10,시디즈,ACCESSORY,S509ND1CC8K-KUR9,산리오캐릭터즈 링고 등판+좌판 커버_키링포함(쿠로미),평택의자,65
2024-10,시디즈,ACCESSORY,SN009F-SG,링고 발받침(그레이),평택의자,159
2024-10,시디즈,ACCESSORY,T00G0KG-BK,글라이드 A형(블랙),평택의자,68
2024-10,시디즈,ACCESSORY,T00U0KG-BK65,우레탄 바퀴 A형(블랙),평택의자,139
2024-10,시디즈,ACCESSORY,T00U0KG-WW65,우레탄 바퀴 A형(화이트),평택의자,48
2024-10,시디즈,ACCESSORY,T00V0KG-BK50,싯브레이크 바퀴 A형(블랙),평택의자,179
2024-10,시디즈,ACCESSORY,T00V0KG-SG50,싯브레이크 바퀴 A형(라이트그레이),평택의자,180
2024-10,시디즈,ACCESSORY,T259N-451M,리니에 등판 커버(웜그레이),평택의자,8
2024-10,시디즈,ACCESSORY,T259N-456,리니에 등판 커버(차콜),평택의자,2
2024-10,시디즈,ACCESSORY,T259N-457L,리니에 등판 커버(애쉬그린),평택의자,3
2024-10,시디즈,ACCESSORY,T509CH-BK,[악세서리] T50 옷걸이 헤드레스트형 (블랙),의자상품,172
2024-10,시디즈,ACCESSORY,T509CH-WW,[악세서리] T50 옷걸이 헤드레스트형 (화이트),의자상품,255
2024-10,시디즈,ACCESSORY,T529D-451L,[악세서리] T50AIR 좌판 커버 (그레이),의자상품,201
2024-10,시디즈,ACCESSORY,T529D-454B,[악세서리] T50AIR 좌판 커버 (블루),의자상품,117
2024-10,시디즈,ACCESSORY,T529D-456,[악세서리] T50AIR 좌판 커버 (차콜),의자상품,154
2024-10,데스커,ALL ROUND,DHT1200HF-2H1,올라운드 체어 HF 화이트쉘/그레이좌판,VN의자,1472
2024-10,데스커,ALL ROUND,DHT1200HF-2H2,올라운드 체어 HF 화이트쉘/베이지좌판,VN의자,443
2024-10,데스커,ALL ROUND,DHT1260HF-2H6,올라운드 체어 HF 블랙쉘/블랙좌판,VN의자,325
2024-10,일룸,Anne,HCH3001-BWWW,앤(우드쉘),평택의자,33
2024-10,일룸,Anne,HCH3001A-A491CT,앤(인조가죽),평택의자,144
2024-10,일룸,Anne,HCH3001A-A491WG,앤(인조가죽),평택의자,45
2024-10,일룸,Anne,HCH3001A-A492WG,앤(인조가죽),평택의자,49
2024-10,일룸,Anne,HCH3001F-451LWG,앤(패브릭),평택의자,14
2024-10,일룸,Anne,HCH3001F-452WG,앤(패브릭),평택의자,23
2024-10,퍼시스,AROUND,CHJ6200WFZ-2H4X,"어라운드 우치다전용/30G중심봉,3단조절좌판,럼버O",평택의자,2
2024-10,퍼시스,AROUND,CHN6200CAHZ-2H4B,"어라운드-스탭,사출베이스,50_27U BK(우레탄)",평택의자,3
2024-10,퍼시스,AROUND,CHN6200CAZ-2H4B,"어라운드-스탭,사출베이스,50_27U BK(우레탄)",평택의자,17
2024-10,퍼시스,AROUND,CHN6201Z-2H4B,"어라운드-SIDE,고정스위블,사출베이스,50_27U BK(우레탄)",평택의자,20
2024-10,퍼시스,AROUND,CHXX2312003-2H6B,CHN6200CZ-비-65파이 우레탄캐스터 적용,평택의자,60
2024-10,퍼시스,AROUND,CHXX2401023-2H4B,CHN6200AHZ-65파이 우레탄캐스터,평택의자,5
2024-10,퍼시스,AROUND,CHXX2405012-2H3B,"CHN6200CZ-좌판 2H3, 65파이 우레탄캐스터",평택의자,1
2024-10,퍼시스,Around,CHJ6200ARZ-2H6X,"어라운드 우치다전용/30G중심봉,3단조절좌판,럼버X",평택의자,72
2024-10,퍼시스,Around,CHN6200A-2H6B,일반형 의자,평택의자,104
2024-10,퍼시스,Around,CHN6200AH-2H4B,헤드레스트형 의자,평택의자,44
2024-10,퍼시스,Around,CHN6200AH-2H6B,헤드레스트형 의자,평택의자,442
2024-10,퍼시스,Around,CHN6200AH-2H7LB,헤드레스트형 의자,평택의자,2
2024-10,퍼시스,Around,CHN6200AHZ-2H6B,"어라운드-스마트,사출베이스,50_27U BK(우레탄)",평택의자,1
2024-10,퍼시스,Around,CHN6200AZ-2H6B,"어라운드-스마트,사출베이스,50_27U BK(우레탄)",평택의자,1
2024-10,퍼시스,Around,CHN6200C-2H4B,일반형 의자,평택의자,19
2024-10,퍼시스,Around,CHN6200C-2H6B,일반형 의자,평택의자,208
2024-10,퍼시스,Around,CHN6200C-2H7LB,일반형 의자,평택의자,2
2024-10,퍼시스,Around,CHN6200CA-2H4B,일반형 의자,평택의자,3
2024-10,퍼시스,Around,CHN6200CA-2H6B,일반형 의자,평택의자,69
2024-10,퍼시스,Around,CHN6200CA-2H7LB,일반형 의자,평택의자,2
2024-10,퍼시스,Around,CHN6200CAH-2H4B,헤드레스트형 의자,평택의자,22
2024-10,퍼시스,Around,CHN6200CAH-2H6B,헤드레스트형 의자,평택의자,345
2024-10,퍼시스,Around,CHN6200CAH-2H7LB,헤드레스트형 의자,평택의자,58
2024-10,퍼시스,Around,CHN6200CAHZ-2H6B,"어라운드-스탭,사출베이스,50_27U BK(우레탄)",평택의자,40
2024-10,퍼시스,Around,CHN6200CAZ-2H6B,"어라운드-스탭,사출베이스,50_27U BK(우레탄)",평택의자,8
2024-10,퍼시스,Around,CHN6200CH-2H4B,헤드레스트형 의자,평택의자,47
2024-10,퍼시스,Around,CHN6200CH-2H6B,헤드레스트형 의자,평택의자,993
2024-10,퍼시스,Around,CHN6200CH-2H7LB,헤드레스트형 의자,평택의자,24
2024-10,퍼시스,Around,CHN6200CHU-2H6B,일반용 의자,평택의자,327
2024-10,퍼시스,Around,CHN6200CZ-2H4B,"어라운드-스탭,사출베이스,50_27U BK(우레탄)",평택의자,51
2024-10,퍼시스,Around,CHN6200CZ-2H6B,"어라운드-스탭,사출베이스,50_27U BK(우레탄)",평택의자,70
2024-10,퍼시스,Around,CHN6201-2H6B,회의 의자,평택의자,171
2024-10,퍼시스,Around,CHN6201-2H7LB,회의 의자,평택의자,7
2024-10,퍼시스,Around,CHN6201Z-2H6B,"어라운드-SIDE,고정스위블,사출베이스,50_27U BK(우레탄)",평택의자,24
2024-10,퍼시스,Around,CHN6211-2H4B,프레임 이동형 회의 의자,평택의자,5
2024-10,퍼시스,Around,CHN6211-2H6B,프레임 이동형 회의 의자,평택의자,72
2024-10,퍼시스,Around,CHN6211Z-2H4B,"어라운드-SIDE,4LEGS캐스터(50_27U BK)",평택의자,20
2024-10,퍼시스,Around,CHNX2405006-2H6B,"CH6200CAHU-복합-고정좌판,옷걸이BK,등판리뉴얼(두산 전용)(24.12.31단가계약",평택의자,2
2024-10,퍼시스,Around W,CHA6200CW-2H1W,일반형 의자,평택의자,9
2024-10,퍼시스,Around W,CHA6200CW-2H4LW,일반형 의자,평택의자,8
2024-10,퍼시스,Around W,CHA6200CW-2H7LW,일반형 의자,평택의자,8
2024-10,퍼시스,Around W,CHA6200CWA-2H1W,일반형 의자,평택의자,41
2024-10,퍼시스,Around W,CHA6200CWAH-2H1W,헤드레스트형 의자,평택의자,107
2024-10,퍼시스,Around W,CHA6200CWAH-2H4LW,헤드레스트형 의자,평택의자,384
2024-10,퍼시스,Around W,CHA6200CWAH-2H7LW,헤드레스트형 의자,평택의자,24
2024-10,퍼시스,Around W,CHA6200CWAHZ-2H1W,"어라운드-스탭,사출베이스,50_27U SG(우레탄)",평택의자,10
2024-10,퍼시스,Around W,CHA6200CWAZ-2H1W,"어라운드-스탭,사출베이스,50_27U SG(우레탄)",평택의자,10
2024-10,퍼시스,Around W,CHA6200CWH-2H1W,헤드레스트형 의자,평택의자,1141
2024-10,퍼시스,Around W,CHA6200CWH-2H4LW,헤드레스트형 의자,평택의자,46
2024-10,퍼시스,Around W,CHA6200CWH-2H7LW,헤드레스트형 의자,평택의자,45
2024-10,퍼시스,Around W,CHA6200CWZ-2H1W,"어라운드-스탭,사출베이스,50_27U SG(우레탄)",평택의자,40
2024-10,퍼시스,Around W,CHA6200WA-2H1W,일반형 의자,평택의자,312
2024-10,퍼시스,Around W,CHA6200WA-2H7LW,일반형 의자,평택의자,61
2024-10,퍼시스,Around W,CHA6200WAH-2H1W,헤드레스트형 의자,평택의자,312
2024-10,퍼시스,Around W,CHA6200WAH-2H4LW,헤드레스트형 의자,평택의자,66
2024-10,퍼시스,Around W,CHA6200WAH-2H7LW,헤드레스트형 의자,평택의자,20
2024-10,퍼시스,Around W,CHA6200WAHZ-2H1W,"어라운드-스마트,사출베이스,50_27U SG(우레탄)",평택의자,24
2024-10,퍼시스,Around W,CHA6201W-2H1W,회의 의자,평택의자,105
2024-10,퍼시스,Around W,CHA6201W-2H4LW,회의 의자,평택의자,18
2024-10,퍼시스,Around W,CHA6201WZ-2H1W,"어라운드-SIDE,고정스위블,사출베이스,50_27U SG(우레탄)",평택의자,30
2024-10,퍼시스,Around W,CHN6211W-2H1W,프레임 이동형 회의 의자,평택의자,49
2024-10,퍼시스,Around W,CHN6211W-2H7LW,프레임 이동형 회의 의자,평택의자,79
2024-10,퍼시스,AROUND-W,CHA6200CWAHZ-2H4LW,"어라운드-스탭,사출베이스,50_27U SG(우레탄)",평택의자,10
2024-10,퍼시스,AROUND-W,CHA6200WAHU-2H1W,헤드레스트형 의자,평택의자,51
2024-10,퍼시스,AROUND-W,CHXX2408008-2H8W,"CHA6200WAHZ-좌판 2H8, 로고캡, 암패드 AW 로고, 690각, 90G 중심봉",평택의자,313
2024-10,퍼시스,AROUND-W,CHXX2409007-2H1W,CHA6200WAHZ-65파이 투톤 우레탄 캐스터,평택의자,13
2024-10,시디즈,ATTI,K30F1KG-A441P,아띠 의자(소이밀크),의자상품,257
2024-10,시디즈,ATTI,K30F1KG-A443S,아띠 의자(멜로우피치),의자상품,113
2024-10,시디즈,ATTI,K30F1KG-A444D,아띠 의자(세이지민트),의자상품,139
2024-10,시디즈,ATTI,K30X1KG-WW,아띠 책상(화이트),의자상품,233
2024-10,시디즈,ATTI,SK30080-RCN,아띠 책상,의자상품,2
2024-10,일룸,Atti-i,HCH2000AN-A440P,아띠아이R 의자,의자상품,154
2024-10,일룸,Atti-i,IUX2404001-A440P,쿠팡전용)일룸 아띠아이R 아이보리(A440P)_신규사양,의자상품,80
2024-10,퍼시스,Barstool Plus,CH0023-BK,바스툴,평택의자,35
2024-10,퍼시스,Barstool Plus,CH0023-CR,바스툴,평택의자,47
2024-10,퍼시스,Barstool Plus,CH0023D-BK371,바스툴,평택의자,15
2024-10,퍼시스,Barstool Plus,CH0023D-BK371L,바스툴,평택의자,11
2024-10,퍼시스,Barstool Plus,CH0023D-BK452,바스툴,평택의자,19
2024-10,퍼시스,Barstool Plus,CH0023D-BK454,바스툴,평택의자,4
2024-10,퍼시스,Barstool Plus,CH0023D-BK456,바스툴,평택의자,15
2024-10,퍼시스,Barstool Plus,CH0023D-BK458,바스툴,평택의자,14
2024-10,퍼시스,Barstool Plus,CH0023D-CR371,바스툴,평택의자,3
2024-10,퍼시스,Barstool Plus,CH0023D-CR371L,바스툴,평택의자,11
2024-10,퍼시스,Barstool Plus,CH0023D-CR452,바스툴,평택의자,12
2024-10,퍼시스,Barstool Plus,CH0023D-CR458,바스툴,평택의자,3
2024-10,퍼시스,Barstool Plus,CH0023DZ-BK371,"높은다리, BK 도장, 등/좌 패딩",평택의자,2
2024-10,퍼시스,Barstool Plus,CH0023DZ-BK371L,"높은다리, BK 도장, 등/좌 패딩",평택의자,33
2024-10,퍼시스,Barstool Plus,CH0023DZ-BK457,"높은다리, BK 도장, 등/좌 패딩",평택의자,8
2024-10,퍼시스,Barstool Plus,CH0023S-BK,낮은 높이 바스툴,평택의자,9
2024-10,퍼시스,Barstool Plus,CH0023S-CR,낮은 높이 바스툴,평택의자,50
2024-10,퍼시스,Barstool Plus,CH0023SD-BK371,낮은 높이 바스툴,평택의자,20
2024-10,퍼시스,Barstool Plus,CH0023SD-BK371L,낮은 높이 바스툴,평택의자,10
2024-10,퍼시스,Barstool Plus,CH0023SD-BK452,낮은 높이 바스툴,평택의자,1
2024-10,퍼시스,Barstool Plus,CH0023SD-BK454,낮은 높이 바스툴,평택의자,1
2024-10,퍼시스,Barstool Plus,CH0023SD-BK456,낮은 높이 바스툴,평택의자,13
2024-10,퍼시스,Barstool Plus,CH0023SD-BK457,낮은 높이 바스툴,평택의자,1
2024-10,퍼시스,Barstool Plus,CH0023SD-BK458,낮은 높이 바스툴,평택의자,1
2024-10,퍼시스,Barstool Plus,CH0023SD-CR371,낮은 높이 바스툴,평택의자,10
